station_number,wban_number,year,month,day,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_station_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,min_temperature,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado,date,prev_snow_depth,snow_depth_change,target
725314,99999,2001,2,2,17.0,5.5,1029.5999755859375,,10.0,11.699999809265137,18.100000381469727,25.100000381469727,6.099999904632568,,0.0,,0,0,0,0,0,0,2001-02-02,,,0.0
725314,99999,2001,2,3,24.200000762939453,13.100000381469727,1024.300048828125,,10.0,7.300000190734863,8.899999618530273,,19.399999618530273,,0.0,,0,0,0,0,0,0,2001-02-03,,,0.0
725314,99999,2001,2,4,39.20000076293945,32.400001525878906,,,10.0,8.399999618530273,12.0,,35.599998474121094,,0.0,,0,0,0,0,0,0,2001-02-04,,,0.0
725314,99999,2001,2,5,35.900001525878906,27.799999237060547,1019.5,,9.5,8.899999618530273,13.0,,30.200000762939453,,0.0,,0,0,0,0,0,0,2001-02-05,,,0.0
725314,99999,2001,2,6,45.20000076293945,30.5,1015.5999755859375,,10.0,7.199999809265137,11.100000381469727,,37.900001525878906,,0.0,,0,0,0,0,0,0,2001-02-06,,,0.0
725314,99999,2001,2,7,38.29999923706055,32.79999923706055,1021.2000122070312,,7.099999904632568,5.300000190734863,12.0,,26.100000381469727,,0.0,,0,0,0,0,0,0,2001-02-07,,,0.0
725314,99999,2001,2,8,57.400001525878906,51.400001525878906,1016.0999755859375,,9.399999618530273,7.800000190734863,15.0,21.0,45.0,,0.0,,0,0,0,0,0,0,2001-02-08,,,1.0
725314,99999,2001,2,9,52.79999923706055,47.79999923706055,1009.2999877929688,,8.600000381469727,13.199999809265137,20.0,28.899999618530273,28.0,,1.0800000429153442,,1,1,1,1,1,1,2001-02-09,,,0.0
725314,99999,2001,2,10,23.5,12.699999809265137,1031.0,,10.0,11.0,18.100000381469727,23.899999618530273,17.600000381469727,,0.0,,0,0,0,0,0,0,2001-02-10,,,0.0
725314,99999,2001,2,11,25.899999618530273,18.5,1033.5,,10.0,5.699999809265137,13.0,,19.0,,0.0,,0,0,0,0,0,0,2001-02-11,,,0.0
725314,99999,2001,2,12,35.5,27.100000381469727,1026.699951171875,,10.0,4.400000095367432,9.899999618530273,,28.399999618530273,,0.0,,0,0,0,0,0,0,2001-02-12,,,0.0
725314,99999,2001,2,13,41.5,39.29999923706055,1024.9000244140625,,7.099999904632568,4.5,9.899999618530273,,39.20000076293945,,0.15000000596046448,,0,0,0,0,0,0,2001-02-13,,,1.0
725314,99999,2001,2,14,46.900001525878906,46.900001525878906,1014.5,,3.200000047683716,5.0,11.100000381469727,,41.0,,0.019999999552965164,,1,1,1,1,1,1,2001-02-14,,,0.0
725314,99999,2001,2,15,36.5,36.099998474121094,1016.2000122070312,,4.5,7.400000095367432,11.100000381469727,,35.099998474121094,,0.10000000149011612,,0,0,0,0,0,0,2001-02-15,,,0.0
725314,99999,2001,2,16,33.5,30.700000762939453,1023.0,,5.400000095367432,9.100000381469727,16.899999618530273,22.0,28.399999618530273,,0.0,,0,0,0,0,0,0,2001-02-16,,,0.0
725314,99999,2001,2,17,21.899999618530273,9.100000381469727,1036.5,,10.0,11.399999618530273,19.0,,15.100000381469727,,0.0,,0,0,0,0,0,0,2001-02-17,,,0.0
725314,99999,2001,2,18,24.899999618530273,13.899999618530273,1035.9000244140625,,10.0,4.099999904632568,9.899999618530273,,15.100000381469727,,0.0,,0,0,0,0,0,0,2001-02-18,,,0.0
725314,99999,2001,2,19,41.20000076293945,25.700000762939453,1021.4000244140625,,10.0,8.100000381469727,14.0,18.100000381469727,30.200000762939453,,0.0,,0,0,0,0,0,0,2001-02-19,,,0.0
725314,99999,2001,2,20,44.400001525878906,33.70000076293945,1020.9000244140625,,9.300000190734863,6.099999904632568,13.0,14.0,35.099998474121094,,0.0,,0,0,0,0,0,0,2001-02-20,,,0.0
725314,99999,2001,2,21,30.200000762939453,14.199999809265137,1031.300048828125,,10.0,10.600000381469727,14.0,,23.0,,0.0,,0,0,0,0,0,0,2001-02-21,,,0.0
725314,99999,2001,2,22,27.399999618530273,24.299999237060547,1023.9000244140625,,6.5,6.800000190734863,11.100000381469727,15.0,24.799999237060547,,0.03999999910593033,,0,0,0,0,0,0,2001-02-22,,,0.0
725314,99999,2001,2,23,31.5,28.299999237060547,1026.199951171875,,7.300000190734863,5.5,9.899999618530273,,30.200000762939453,,0.0,,0,0,0,0,0,0,2001-02-23,,,0.0
725314,99999,2001,2,24,45.20000076293945,42.5,1013.5,,6.699999809265137,11.199999809265137,18.100000381469727,26.0,33.79999923706055,,0.47999998927116394,,0,0,0,0,0,0,2001-02-24,,,0.0
725314,99999,2001,2,25,49.599998474121094,38.5,1011.5,,9.399999618530273,13.0,21.0,29.899999618530273,41.0,,0.5600000023841858,,0,0,0,0,0,0,2001-02-25,,,0.0
725314,99999,2001,2,26,34.20000076293945,26.5,1029.300048828125,,9.100000381469727,3.4000000953674316,8.0,,26.600000381469727,,0.0,,0,0,0,0,0,0,2001-02-26,,,0.0
725314,99999,2001,2,28,28.700000762939453,13.399999618530273,,,10.0,7.5,9.899999618530273,,26.600000381469727,,0.0,,0,0,0,0,0,0,2001-02-28,,,0.0
725314,99999,2001,3,1,30.0,20.600000381469727,1017.5999755859375,,9.899999618530273,3.299999952316284,8.0,,23.0,,0.009999999776482582,,0,0,0,0,0,0,2001-03-01,,,0.0
725314,99999,2001,3,2,40.400001525878906,33.0,1011.2000122070312,,10.0,5.900000095367432,15.0,20.0,35.599998474121094,,0.0,,0,0,0,0,0,0,2001-03-02,,,0.0
725314,99999,2001,3,3,40.5,37.0,1010.2999877929688,,6.400000095367432,3.0,7.0,,33.79999923706055,,0.0,,0,0,0,0,0,0,2001-03-03,,,0.0
725314,99999,2001,3,4,40.900001525878906,36.599998474121094,1011.4000244140625,,5.599999904632568,10.300000190734863,18.100000381469727,23.899999618530273,35.599998474121094,,0.0,,0,0,0,0,0,0,2001-03-04,,,0.0
725314,99999,2001,3,5,32.5,22.700000762939453,1023.0999755859375,,10.0,12.5,21.0,22.899999618530273,24.799999237060547,,0.0,,0,0,0,0,0,0,2001-03-05,,,0.0
725314,99999,2001,3,6,32.0,20.5,1026.300048828125,,10.0,10.699999809265137,15.0,,23.0,,0.0,,0,0,0,0,0,0,2001-03-06,,,0.0
725314,99999,2001,3,7,37.79999923706055,27.5,1023.9000244140625,,10.0,6.400000095367432,8.899999618530273,,27.0,,0.0,,0,0,0,0,0,0,2001-03-07,,,0.0
725314,99999,2001,3,8,38.20000076293945,30.0,1018.7999877929688,,7.699999809265137,8.600000381469727,19.0,25.100000381469727,28.0,,0.0,,0,0,0,0,0,0,2001-03-08,,,0.0
725314,99999,2001,3,9,33.0,24.799999237060547,1022.0999755859375,,10.0,7.099999904632568,12.0,,24.100000381469727,,0.0,,0,0,0,0,0,0,2001-03-09,,,0.0
725314,99999,2001,3,10,34.599998474121094,28.200000762939453,1018.2000122070312,,9.100000381469727,4.300000190734863,13.0,16.899999618530273,21.200000762939453,,0.0,,0,0,0,0,0,0,2001-03-10,,,0.0
725314,99999,2001,3,11,46.20000076293945,38.400001525878906,1015.9000244140625,,7.5,6.900000095367432,11.100000381469727,,35.099998474121094,,0.0,,0,0,0,0,0,0,2001-03-11,,,0.0
725314,99999,2001,3,12,50.900001525878906,47.5,1007.5,,7.599999904632568,6.400000095367432,12.0,,44.099998474121094,,0.029999999329447746,,0,0,0,0,0,0,2001-03-12,,,0.0
725314,99999,2001,3,13,50.20000076293945,36.099998474121094,1005.5,,10.0,13.399999618530273,25.100000381469727,40.0,36.0,,0.0,,0,0,0,0,0,0,2001-03-13,,,0.0
725314,99999,2001,3,14,45.900001525878906,35.400001525878906,1012.4000244140625,,9.899999618530273,7.800000190734863,15.899999618530273,20.0,26.100000381469727,,0.0,,0,0,0,0,0,0,2001-03-14,,,0.0
725314,99999,2001,3,15,52.29999923706055,48.599998474121094,1003.2000122070312,,9.5,8.199999809265137,15.0,18.100000381469727,46.900001525878906,,0.1899999976158142,,0,0,0,0,0,0,2001-03-15,,,0.0
725314,99999,2001,3,16,43.0,42.099998474121094,1006.2000122070312,,6.5,9.100000381469727,15.0,16.899999618530273,37.400001525878906,,0.9800000190734863,,0,0,0,0,0,0,2001-03-16,,,0.0
725314,99999,2001,3,17,36.79999923706055,33.29999923706055,1024.199951171875,,10.0,10.399999618530273,14.0,,33.79999923706055,,0.019999999552965164,,0,0,0,0,0,0,2001-03-17,,,0.0
725314,99999,2001,3,18,35.70000076293945,31.399999618530273,1030.0,,8.300000190734863,3.799999952316284,11.100000381469727,14.0,24.100000381469727,,0.0,,0,0,0,0,0,0,2001-03-18,,,0.0
725314,99999,2001,3,19,40.79999923706055,31.700000762939453,1026.699951171875,,10.0,4.900000095367432,7.0,,33.79999923706055,,0.0,,0,0,0,0,0,0,2001-03-19,,,0.0
725314,99999,2001,3,20,44.0,32.70000076293945,1023.2000122070312,,9.699999809265137,7.099999904632568,15.0,18.100000381469727,30.0,,0.0,,0,0,0,0,0,0,2001-03-20,,,0.0
725314,99999,2001,3,21,46.099998474121094,35.099998474121094,1020.5,,9.399999618530273,5.199999809265137,13.0,,33.79999923706055,,0.0,,0,0,0,0,0,0,2001-03-21,,,0.0
725314,99999,2001,3,22,46.599998474121094,41.900001525878906,1020.2000122070312,,8.899999618530273,1.2999999523162842,4.099999904632568,,39.900001525878906,,0.07000000029802322,,0,0,0,0,0,0,2001-03-22,,,1.0
725314,99999,2001,3,23,47.5,45.099998474121094,1019.7999877929688,,5.099999904632568,1.899999976158142,8.0,,33.099998474121094,,0.0,,1,1,1,1,1,1,2001-03-23,,,0.0
725314,99999,2001,3,24,41.5,29.200000762939453,1023.7999877929688,,9.100000381469727,12.199999809265137,16.899999618530273,23.899999618530273,30.0,,0.019999999552965164,,0,0,0,0,0,0,2001-03-24,,,0.0
725314,99999,2001,3,25,31.600000381469727,19.0,1027.800048828125,,10.0,10.100000381469727,14.0,20.0,23.0,,0.0,,0,0,0,0,0,0,2001-03-25,,,0.0
725314,99999,2001,3,26,30.100000381469727,16.399999618530273,1028.0999755859375,,10.0,9.800000190734863,15.899999618530273,20.0,19.399999618530273,,0.0,,0,0,0,0,0,0,2001-03-26,,,0.0
725314,99999,2001,3,27,34.0,20.600000381469727,1027.4000244140625,,10.0,2.5,8.899999618530273,,19.0,,0.0,,0,0,0,0,0,0,2001-03-27,,,0.0
725314,99999,2001,3,28,39.20000076293945,26.600000381469727,1021.7999877929688,,10.0,6.599999904632568,13.0,15.899999618530273,30.0,,0.0,,0,0,0,0,0,0,2001-03-28,,,0.0
725314,99999,2001,3,29,42.599998474121094,40.70000076293945,1015.0999755859375,,6.5,5.400000095367432,9.899999618530273,,37.400001525878906,,0.0,,0,0,0,0,0,0,2001-03-29,,,0.0
725314,99999,2001,3,30,48.599998474121094,43.70000076293945,1012.5,,4.699999809265137,4.300000190734863,7.0,,44.099998474121094,,0.009999999776482582,,0,0,0,0,0,0,2001-03-30,,,1.0
725314,99999,2001,3,31,43.20000076293945,42.70000076293945,1011.5999755859375,,4.099999904632568,3.9000000953674316,19.0,26.0,30.899999618530273,,0.0,,1,1,1,1,1,1,2001-03-31,,,0.0
725314,99999,2001,4,1,45.900001525878906,32.70000076293945,1014.5999755859375,,10.0,7.099999904632568,14.0,,33.79999923706055,,0.0,,0,0,0,0,0,0,2001-04-01,,,0.0
725314,99999,2001,4,2,53.20000076293945,41.900001525878906,1014.4000244140625,,9.899999618530273,6.300000190734863,11.100000381469727,,44.599998474121094,,0.019999999552965164,,0,0,0,0,0,0,2001-04-02,,,0.0
725314,99999,2001,4,3,53.599998474121094,52.5,1014.7000122070312,,4.099999904632568,6.099999904632568,15.0,,51.79999923706055,,0.10999999940395355,,0,0,0,0,0,0,2001-04-03,,,0.0
725314,99999,2001,4,4,55.20000076293945,48.400001525878906,1020.7999877929688,,6.400000095367432,7.900000095367432,13.0,16.899999618530273,48.0,,0.0,,0,0,0,0,0,0,2001-04-04,,,0.0
725314,99999,2001,4,5,61.79999923706055,55.20000076293945,1018.5999755859375,,9.100000381469727,8.199999809265137,15.899999618530273,20.0,48.900001525878906,,0.0,,0,0,0,0,0,0,2001-04-05,,,0.0
725314,99999,2001,4,6,72.30000305175781,66.69999694824219,1012.0999755859375,,8.0,8.0,13.0,18.100000381469727,64.9000015258789,,0.0,,0,0,0,0,0,0,2001-04-06,,,0.0
725314,99999,2001,4,7,75.0,62.79999923706055,1007.7000122070312,,10.0,11.600000381469727,18.100000381469727,29.899999618530273,68.0,,0.0,,0,0,0,0,0,0,2001-04-07,,,0.0
725314,99999,2001,4,8,76.19999694824219,63.0,1011.2000122070312,,9.899999618530273,8.399999618530273,13.0,20.0,64.0,,0.0,,0,0,0,0,0,0,2001-04-08,,,0.0
725314,99999,2001,4,9,78.30000305175781,63.900001525878906,1008.5999755859375,,10.0,7.5,12.0,15.0,69.80000305175781,,0.0,,0,0,0,0,0,0,2001-04-09,,,0.0
725314,99999,2001,4,10,68.9000015258789,64.5,1009.0999755859375,,9.5,6.599999904632568,25.100000381469727,32.099998474121094,62.599998474121094,,0.5799999833106995,,0,0,0,0,0,0,2001-04-10,,,0.0
725314,99999,2001,4,11,70.5999984741211,63.400001525878906,1004.5999755859375,,9.699999809265137,8.100000381469727,15.899999618530273,28.0,64.4000015258789,,0.0,,0,0,0,0,0,0,2001-04-11,,,0.0
725314,99999,2001,4,12,62.79999923706055,43.400001525878906,1008.2000122070312,,10.0,14.0,20.0,29.899999618530273,51.79999923706055,,0.0,,0,0,0,0,0,0,2001-04-12,,,0.0
725314,99999,2001,4,13,59.5,45.599998474121094,1019.0999755859375,,10.0,3.5,9.899999618530273,,43.0,,0.0,,0,0,0,0,0,0,2001-04-13,,,0.0
725314,99999,2001,4,14,63.20000076293945,51.599998474121094,1016.0999755859375,,10.0,4.5,9.899999618530273,,46.900001525878906,,0.0,,0,0,0,0,0,0,2001-04-14,,,0.0
725314,99999,2001,4,15,61.900001525878906,54.099998474121094,1010.7999877929688,,9.600000381469727,10.0,16.899999618530273,21.0,53.099998474121094,,,,0,0,0,0,0,0,2001-04-15,,,0.0
725314,99999,2001,4,16,50.20000076293945,32.5,1021.4000244140625,,10.0,12.5,20.0,28.899999618530273,37.400001525878906,,0.0,,0,0,0,0,0,0,2001-04-16,,,0.0
725314,99999,2001,4,17,43.900001525878906,24.899999618530273,1027.199951171875,,10.0,15.899999618530273,22.0,26.0,34.0,,0.0,,0,0,0,0,0,0,2001-04-17,,,0.0
725314,99999,2001,4,18,46.400001525878906,29.0,1028.0,,10.0,4.099999904632568,12.0,16.899999618530273,28.899999618530273,,0.0,,0,0,0,0,0,0,2001-04-18,,,0.0
725314,99999,2001,4,19,55.0,38.5,1017.9000244140625,,10.0,7.599999904632568,15.899999618530273,22.0,37.0,,0.0,,0,0,0,0,0,0,2001-04-19,,,0.0
725314,99999,2001,4,20,66.9000015258789,50.20000076293945,1012.5999755859375,,10.0,11.699999809265137,18.100000381469727,22.899999618530273,64.0,,0.0,,0,0,0,0,0,0,2001-04-20,,,0.0
725314,99999,2001,4,21,72.30000305175781,61.79999923706055,1014.7000122070312,,9.800000190734863,9.800000190734863,14.0,21.0,64.0,,0.0,,0,0,0,0,0,0,2001-04-21,,,0.0
725314,99999,2001,4,22,73.19999694824219,61.79999923706055,1018.9000244140625,,10.0,8.899999618530273,15.899999618530273,23.899999618530273,64.9000015258789,,0.019999999552965164,,0,0,0,0,0,0,2001-04-22,,,0.0
725314,99999,2001,4,23,68.69999694824219,55.5,1013.7999877929688,,9.5,12.0,18.100000381469727,23.899999618530273,57.20000076293945,,0.1899999976158142,,0,0,0,0,0,0,2001-04-23,,,0.0
725314,99999,2001,4,24,54.099998474121094,37.29999923706055,1024.5,,10.0,7.800000190734863,15.0,22.0,43.0,,0.0,,0,0,0,0,0,0,2001-04-24,,,0.0
725314,99999,2001,4,25,54.79999923706055,40.0,1024.4000244140625,,10.0,3.5,8.899999618530273,,37.900001525878906,,0.0,,0,0,0,0,0,0,2001-04-25,,,0.0
725314,99999,2001,4,26,61.599998474121094,44.5,1022.4000244140625,,10.0,3.5,7.0,,46.400001525878906,,0.0,,0,0,0,0,0,0,2001-04-26,,,0.0
725314,99999,2001,4,27,66.69999694824219,50.900001525878906,1019.7999877929688,,10.0,2.299999952316284,6.0,,48.0,,0.0,,0,0,0,0,0,0,2001-04-27,,,0.0
725314,99999,2001,4,28,68.4000015258789,47.70000076293945,1023.7000122070312,,10.0,5.800000190734863,9.899999618530273,,53.599998474121094,,0.0,,0,0,0,0,0,0,2001-04-28,,,0.0
725314,99999,2001,4,29,68.19999694824219,43.70000076293945,1026.0,,10.0,7.699999809265137,11.100000381469727,,55.0,,0.0,,0,0,0,0,0,0,2001-04-29,,,0.0
725314,99999,2001,4,30,69.5999984741211,51.0,1022.0,,10.0,4.400000095367432,11.100000381469727,21.0,51.79999923706055,,0.0,,0,0,0,0,0,0,2001-04-30,,,0.0
725314,99999,2001,5,1,73.30000305175781,55.900001525878906,1016.2999877929688,,9.899999618530273,7.900000095367432,13.0,19.0,61.0,,0.0,,0,0,0,0,0,0,2001-05-01,,,0.0
725314,99999,2001,5,2,71.80000305175781,55.79999923706055,1014.4000244140625,,9.5,7.800000190734863,15.899999618530273,21.0,59.0,,0.0,,0,0,0,0,0,0,2001-05-02,,,0.0
725314,99999,2001,5,3,72.69999694824219,54.599998474121094,1019.0,,10.0,6.099999904632568,13.0,21.0,55.400001525878906,,0.0,,0,0,0,0,0,0,2001-05-03,,,0.0
725314,99999,2001,5,4,73.5999984741211,56.70000076293945,1020.0999755859375,,10.0,4.5,8.0,,57.0,,0.0,,0,0,0,0,0,0,2001-05-04,,,0.0
725314,99999,2001,5,5,71.0,59.0,1017.2000122070312,,9.600000381469727,5.300000190734863,19.0,26.0,61.0,,0.05000000074505806,,0,0,0,0,0,0,2001-05-05,,,0.0
725314,99999,2001,5,6,67.5999984741211,62.900001525878906,1016.4000244140625,,9.0,5.800000190734863,12.0,20.0,62.599998474121094,,0.44999998807907104,,0,0,0,0,0,0,2001-05-06,,,0.0
725314,99999,2001,5,7,65.19999694824219,59.900001525878906,1018.5,,9.199999809265137,5.400000095367432,9.899999618530273,,60.79999923706055,,0.0,,0,0,0,0,0,0,2001-05-07,,,0.0
725314,99999,2001,5,8,61.900001525878906,47.0,1024.300048828125,,9.5,5.300000190734863,9.899999618530273,15.0,45.0,,0.0,,0,0,0,0,0,0,2001-05-08,,,0.0
725314,99999,2001,5,9,66.30000305175781,48.20000076293945,1021.4000244140625,,10.0,6.5,8.899999618530273,,46.900001525878906,,0.0,,0,0,0,0,0,0,2001-05-09,,,0.0
725314,99999,2001,5,10,72.5,52.79999923706055,1016.5999755859375,,10.0,7.300000190734863,14.0,20.0,57.0,,0.0,,0,0,0,0,0,0,2001-05-10,,,0.0
725314,99999,2001,5,11,72.9000015258789,60.099998474121094,1015.5,,9.800000190734863,5.800000190734863,9.899999618530273,,64.0,,0.0,,0,0,0,0,0,0,2001-05-11,,,0.0
725314,99999,2001,5,12,65.19999694824219,53.70000076293945,1022.7999877929688,,10.0,7.400000095367432,13.0,,55.900001525878906,,0.0,,0,0,0,0,0,0,2001-05-12,,,0.0
725314,99999,2001,5,13,58.599998474121094,44.900001525878906,1025.4000244140625,,10.0,4.800000190734863,8.0,,44.599998474121094,,0.009999999776482582,,0,0,0,0,0,0,2001-05-13,,,0.0
725314,99999,2001,5,14,71.30000305175781,56.5,1019.7000122070312,,10.0,5.400000095367432,9.899999618530273,15.0,61.0,,0.0,,0,0,0,0,0,0,2001-05-14,,,0.0
725314,99999,2001,5,15,78.30000305175781,61.79999923706055,1012.5,,10.0,6.900000095367432,12.0,18.100000381469727,66.0,,0.0,,0,0,0,0,0,0,2001-05-15,,,0.0
725314,99999,2001,5,16,80.9000015258789,65.9000015258789,1006.4000244140625,,10.0,6.0,8.899999618530273,,71.5999984741211,,0.0,,0,0,0,0,0,0,2001-05-16,,,0.0
725314,99999,2001,5,17,79.30000305175781,69.19999694824219,1007.0999755859375,,10.0,6.0,15.899999618530273,22.899999618530273,69.0999984741211,,0.2800000011920929,,0,0,0,0,0,0,2001-05-17,,,0.0
725314,99999,2001,5,18,73.9000015258789,69.69999694824219,1009.0999755859375,,8.0,5.099999904632568,9.899999618530273,,66.9000015258789,,0.12999999523162842,,0,0,0,0,0,0,2001-05-18,,,0.0
725314,99999,2001,5,19,71.4000015258789,66.0999984741211,1010.5999755859375,,8.0,8.300000190734863,11.100000381469727,,62.599998474121094,,1.0499999523162842,,0,0,0,0,0,0,2001-05-19,,,1.0
725314,99999,2001,5,20,72.30000305175781,66.30000305175781,1007.7999877929688,,5.900000095367432,6.5,9.899999618530273,18.100000381469727,64.4000015258789,,0.0,,1,1,1,1,1,1,2001-05-20,,,0.0
725314,99999,2001,5,21,66.19999694824219,60.599998474121094,1002.7999877929688,,8.899999618530273,8.800000190734863,18.100000381469727,23.899999618530273,60.79999923706055,,0.3499999940395355,,0,0,0,0,0,0,2001-05-21,,,0.0
725314,99999,2001,5,22,58.5,45.400001525878906,1010.7000122070312,,10.0,7.5,15.0,28.899999618530273,50.0,,0.0,,0,0,0,0,0,0,2001-05-22,,,0.0
725314,99999,2001,5,23,61.5,48.20000076293945,1007.7999877929688,,10.0,6.800000190734863,13.0,20.0,52.0,,0.0,,0,0,0,0,0,0,2001-05-23,,,0.0
725314,99999,2001,5,24,54.400001525878906,44.29999923706055,1008.2000122070312,,10.0,6.599999904632568,12.0,16.899999618530273,46.400001525878906,,0.05000000074505806,,0,0,0,0,0,0,2001-05-24,,,0.0
725314,99999,2001,5,25,51.5,48.599998474121094,1011.2000122070312,,8.699999809265137,5.5,8.899999618530273,,46.400001525878906,,0.17000000178813934,,0,0,0,0,0,0,2001-05-25,,,0.0
725314,99999,2001,5,26,60.5,51.29999923706055,1009.5999755859375,,9.899999618530273,7.900000095367432,15.899999618530273,26.0,50.0,,0.05999999865889549,,0,0,0,0,0,0,2001-05-26,,,0.0
725314,99999,2001,5,27,63.099998474121094,54.0,1009.5999755859375,,10.0,6.0,12.0,21.0,55.0,,0.0,,0,0,0,0,0,0,2001-05-27,,,0.0
725314,99999,2001,5,28,65.30000305175781,55.099998474121094,1012.0,,8.699999809265137,5.800000190734863,13.0,,51.79999923706055,,0.009999999776482582,,0,0,0,0,0,0,2001-05-28,,,0.0
725314,99999,2001,5,29,65.9000015258789,55.29999923706055,1016.7999877929688,,8.5,5.5,11.100000381469727,,50.0,,0.0,,0,0,0,0,0,0,2001-05-29,,,0.0
725314,99999,2001,5,30,66.0999984741211,63.099998474121094,1017.0999755859375,,6.900000095367432,7.5,14.0,21.0,62.599998474121094,,0.3499999940395355,,0,0,0,0,0,0,2001-05-30,,,1.0
725314,99999,2001,5,31,65.9000015258789,63.099998474121094,1009.9000244140625,,4.800000190734863,9.399999618530273,14.0,21.0,60.79999923706055,,1.100000023841858,,1,1,1,1,1,1,2001-05-31,,,0.0
725314,99999,2001,6,1,61.5,51.70000076293945,1009.2000122070312,,10.0,10.199999809265137,15.899999618530273,20.0,53.599998474121094,,0.0,,0,0,0,0,0,0,2001-06-01,,,0.0
725314,99999,2001,6,2,65.69999694824219,53.900001525878906,1006.0,,10.0,10.5,19.0,25.100000381469727,60.099998474121094,,0.0,,0,0,0,0,0,0,2001-06-02,,,0.0
725314,99999,2001,6,3,57.29999923706055,53.400001525878906,1011.4000244140625,,9.199999809265137,5.699999809265137,9.899999618530273,,48.0,,0.3400000035762787,,0,0,0,0,0,0,2001-06-03,,,0.0
725314,99999,2001,6,4,61.5,59.5,1011.2999877929688,,8.600000381469727,7.699999809265137,19.0,25.100000381469727,57.20000076293945,,0.6100000143051147,,0,0,0,0,0,0,2001-06-04,,,0.0
725314,99999,2001,6,5,70.5,66.19999694824219,1013.9000244140625,,7.900000095367432,6.5,9.899999618530273,18.100000381469727,60.79999923706055,,0.03999999910593033,,0,0,0,0,0,0,2001-06-05,,,0.0
725314,99999,2001,6,6,72.9000015258789,69.0,1015.2000122070312,,9.300000190734863,4.699999809265137,11.100000381469727,,68.0,,0.36000001430511475,,0,0,0,0,0,0,2001-06-06,,,1.0
725314,99999,2001,6,7,74.0,67.80000305175781,1016.2000122070312,,7.300000190734863,7.099999904632568,11.100000381469727,15.0,64.0,,0.0,,1,1,1,1,1,1,2001-06-07,,,1.0
725314,99999,2001,6,8,70.5,62.79999923706055,1017.5,,6.599999904632568,6.300000190734863,9.899999618530273,,60.79999923706055,,0.0,,1,1,1,1,1,1,2001-06-08,,,0.0
725314,99999,2001,6,9,71.19999694824219,60.900001525878906,1016.9000244140625,,7.400000095367432,5.099999904632568,7.0,,57.0,,0.009999999776482582,,0,0,0,0,0,0,2001-06-09,,,0.0
725314,99999,2001,6,10,72.30000305175781,63.79999923706055,1013.5999755859375,,7.800000190734863,5.900000095367432,8.899999618530273,14.0,57.20000076293945,,0.0,,0,0,0,0,0,0,2001-06-10,,,0.0
725314,99999,2001,6,11,80.80000305175781,70.0,1010.9000244140625,,8.0,5.0,8.899999618530273,,68.0,,0.0,,0,0,0,0,0,0,2001-06-11,,,0.0
725314,99999,2001,6,12,82.5999984741211,71.0999984741211,1009.7000122070312,,8.0,4.900000095367432,8.899999618530273,,69.0999984741211,,0.0,,0,0,0,0,0,0,2001-06-12,,,0.0
725314,99999,2001,6,13,81.4000015258789,69.5999984741211,1009.4000244140625,,7.400000095367432,7.099999904632568,14.0,19.0,69.80000305175781,,0.0,,0,0,0,0,0,0,2001-06-13,,,0.0
725314,99999,2001,6,14,83.9000015258789,71.30000305175781,1009.5999755859375,,9.800000190734863,8.100000381469727,14.0,21.0,73.4000015258789,,0.0,,0,0,0,0,0,0,2001-06-14,,,0.0
725314,99999,2001,6,15,76.80000305175781,65.4000015258789,1012.0,,9.699999809265137,8.699999809265137,25.100000381469727,35.900001525878906,69.0999984741211,,0.0,,0,0,0,0,0,0,2001-06-15,,,0.0
725314,99999,2001,6,16,74.0999984741211,57.29999923706055,1019.9000244140625,,9.800000190734863,8.5,13.0,18.100000381469727,55.400001525878906,,0.009999999776482582,,0,0,0,0,0,0,2001-06-16,,,0.0
725314,99999,2001,6,17,78.4000015258789,62.400001525878906,1021.4000244140625,,10.0,5.199999809265137,8.0,,62.599998474121094,,0.0,,0,0,0,0,0,0,2001-06-17,,,0.0
725314,99999,2001,6,18,81.0999984741211,63.400001525878906,1019.2000122070312,,10.0,6.599999904632568,13.0,18.100000381469727,66.9000015258789,,0.0,,0,0,0,0,0,0,2001-06-18,,,0.0
725314,99999,2001,6,19,81.0999984741211,66.5,1019.2000122070312,,9.899999618530273,5.400000095367432,8.0,,66.9000015258789,,0.0,,0,0,0,0,0,0,2001-06-19,,,0.0
725314,99999,2001,6,20,76.19999694824219,68.30000305175781,1022.0999755859375,,8.100000381469727,5.699999809265137,11.100000381469727,19.0,69.0999984741211,,0.2199999988079071,,0,0,0,0,0,0,2001-06-20,,,0.0
725314,99999,2001,6,21,69.0,66.69999694824219,1018.2999877929688,,5.599999904632568,7.099999904632568,19.0,22.0,64.4000015258789,,0.5799999833106995,,0,0,0,0,0,0,2001-06-21,,,0.0
725314,99999,2001,6,22,67.80000305175781,58.400001525878906,1017.5,,7.599999904632568,5.199999809265137,9.899999618530273,,55.900001525878906,,0.0,,0,0,0,0,0,0,2001-06-22,,,0.0
725314,99999,2001,6,23,68.69999694824219,57.5,1018.2999877929688,,8.5,5.199999809265137,8.0,,55.400001525878906,,0.009999999776482582,,0,0,0,0,0,0,2001-06-23,,,0.0
